Epoch: 0,	Training loss (MRSE): 0.818481	,Validation loss (MRSE): 0.843887	,Training loss (MSE): 2.87258e+17	,Validation loss (MSE): 1.50742e+14	,Training accuracy (MAE): -1.02605e+08	,Validation accuracy (MAE): -8.28723e+06	,Training accuracy (MRAE): 0.128242	,Validation accuracy (MRAE): 0.105946
Epoch: 84,	Training loss (MRSE): 0.640012	,Validation loss (MRSE): 0.746914	,Training loss (MSE): 1.49337e+13	,Validation loss (MSE): 7.3437e+13	,Training accuracy (MAE): -2.10425e+06	,Validation accuracy (MAE): -4.73163e+06	,Training accuracy (MRAE): 0.295834	,Validation accuracy (MRAE): 0.179631
Epoch: 85,	Training loss (MRSE): 0.639063	,Validation loss (MRSE): 0.746362	,Training loss (MSE): 1.44327e+13	,Validation loss (MSE): 7.27019e+13	,Training accuracy (MAE): -2.08173e+06	,Validation accuracy (MAE): -4.70641e+06	,Training accuracy (MRAE): 0.296678	,Validation accuracy (MRAE): 0.179705
Epoch: 86,	Training loss (MRSE): 0.638156	,Validation loss (MRSE): 0.745882	,Training loss (MSE): 1.3258e+13	,Validation loss (MSE): 7.20658e+13	,Training accuracy (MAE): -2.02691e+06	,Validation accuracy (MAE): -4.68424e+06	,Training accuracy (MRAE): 0.297534	,Validation accuracy (MRAE): 0.179684
Epoch: 87,	Training loss (MRSE): 0.637262	,Validation loss (MRSE): 0.745444	,Training loss (MSE): 1.29495e+13	,Validation loss (MSE): 7.1467e+13	,Training accuracy (MAE): -2.01888e+06	,Validation accuracy (MAE): -4.66304e+06	,Training accuracy (MRAE): 0.298339	,Validation accuracy (MRAE): 0.179624
Epoch: 88,	Training loss (MRSE): 0.636439	,Validation loss (MRSE): 0.745213	,Training loss (MSE): 1.13365e+13	,Validation loss (MSE): 7.09893e+13	,Training accuracy (MAE): -1.91667e+06	,Validation accuracy (MAE): -4.64638e+06	,Training accuracy (MRAE): 0.299218	,Validation accuracy (MRAE): 0.179361
Epoch: 89,	Training loss (MRSE): 0.635557	,Validation loss (MRSE): 0.74514	,Training loss (MSE): 1.19393e+13	,Validation loss (MSE): 7.0474e+13	,Training accuracy (MAE): -1.96434e+06	,Validation accuracy (MAE): -4.62856e+06	,Training accuracy (MRAE): 0.299945	,Validation accuracy (MRAE): 0.17902
Epoch: 90,	Training loss (MRSE): 0.634816	,Validation loss (MRSE): 0.745	,Training loss (MSE): 1.13473e+13	,Validation loss (MSE): 7.01603e+13	,Training accuracy (MAE): -1.93105e+06	,Validation accuracy (MAE): -4.61779e+06	,Training accuracy (MRAE): 0.300804	,Validation accuracy (MRAE): 0.178561
Epoch: 91,	Training loss (MRSE): 0.634124	,Validation loss (MRSE): 0.744752	,Training loss (MSE): 1.18934e+13	,Validation loss (MSE): 6.98918e+13	,Training accuracy (MAE): -1.95661e+06	,Validation accuracy (MAE): -4.608e+06	,Training accuracy (MRAE): 0.301376	,Validation accuracy (MRAE): 0.178166
Epoch: 92,	Training loss (MRSE): 0.633567	,Validation loss (MRSE): 0.744556	,Training loss (MSE): 1.00658e+13	,Validation loss (MSE): 6.97645e+13	,Training accuracy (MAE): -1.84883e+06	,Validation accuracy (MAE): -4.60293e+06	,Training accuracy (MRAE): 0.301827	,Validation accuracy (MRAE): 0.177696
Epoch: 93,	Training loss (MRSE): 0.632958	,Validation loss (MRSE): 0.744329	,Training loss (MSE): 1.19807e+13	,Validation loss (MSE): 6.95331e+13	,Training accuracy (MAE): -1.94498e+06	,Validation accuracy (MAE): -4.59369e+06	,Training accuracy (MRAE): 0.301925	,Validation accuracy (MRAE): 0.17737
Epoch: 94,	Training loss (MRSE): 0.63263	,Validation loss (MRSE): 0.744281	,Training loss (MSE): 8.84799e+12	,Validation loss (MSE): 6.95252e+13	,Training accuracy (MAE): -1.71671e+06	,Validation accuracy (MAE): -4.59259e+06	,Training accuracy (MRAE): 0.302253	,Validation accuracy (MRAE): 0.176819
Epoch: 95,	Training loss (MRSE): 0.632242	,Validation loss (MRSE): 0.743956	,Training loss (MSE): 1.65456e+13	,Validation loss (MSE): 6.91405e+13	,Training accuracy (MAE): -2.0628e+06	,Validation accuracy (MAE): -4.57649e+06	,Training accuracy (MRAE): 0.302013	,Validation accuracy (MRAE): 0.176757
Epoch: 96,	Training loss (MRSE): 0.633415	,Validation loss (MRSE): 0.744108	,Training loss (MSE): 1.32768e+13	,Validation loss (MSE): 6.93093e+13	,Training accuracy (MAE): -1.94563e+06	,Validation accuracy (MAE): -4.57727e+06	,Training accuracy (MRAE): 0.301776	,Validation accuracy (MRAE): 0.176063
Epoch: 97,	Training loss (MRSE): 0.632706	,Validation loss (MRSE): 0.743083	,Training loss (MSE): 6.29676e+13	,Validation loss (MSE): 6.82061e+13	,Training accuracy (MAE): -2.64299e+06	,Validation accuracy (MAE): -4.53231e+06	,Training accuracy (MRAE): 0.301341	,Validation accuracy (MRAE): 0.177132
Epoch: 98,	Training loss (MRSE): 0.6333	,Validation loss (MRSE): 0.744251	,Training loss (MSE): 1.51456e+14	,Validation loss (MSE): 6.93074e+13	,Training accuracy (MAE): -3.08386e+06	,Validation accuracy (MAE): -4.5787e+06	,Training accuracy (MRAE): 0.302758	,Validation accuracy (MRAE): 0.175286
Epoch: 99,	Training loss (MRSE): 0.629918	,Validation loss (MRSE): 0.741528	,Training loss (MSE): 6.38072e+14	,Validation loss (MSE): 6.62257e+13	,Training accuracy (MAE): -5.0264e+06	,Validation accuracy (MAE): -4.46095e+06	,Training accuracy (MRAE): 0.301494	,Validation accuracy (MRAE): 0.178754
Epoch: 100,	Training loss (MRSE): 0.635824	,Validation loss (MRSE): 0.748509	,Training loss (MSE): 2.392e+15	,Validation loss (MSE): 7.24628e+13	,Training accuracy (MAE): -7.9138e+06	,Validation accuracy (MAE): -4.71236e+06	,Training accuracy (MRAE): 0.303211	,Validation accuracy (MRAE): 0.16965
Epoch: 101,	Training loss (MRSE): 0.62837	,Validation loss (MRSE): 0.746689	,Training loss (MSE): 1.64361e+15	,Validation loss (MSE): 6.51004e+13	,Training accuracy (MAE): -7.2199e+06	,Validation accuracy (MAE): -4.44324e+06	,Training accuracy (MRAE): 0.304922	,Validation accuracy (MRAE): 0.173136
Epoch: 102,	Training loss (MRSE): 0.639367	,Validation loss (MRSE): 0.754897	,Training loss (MSE): 5.122e+15	,Validation loss (MSE): 7.64676e+13	,Training accuracy (MAE): -1.1756e+07	,Validation accuracy (MAE): -4.79959e+06	,Training accuracy (MRAE): 0.297009	,Validation accuracy (MRAE): 0.163861
Epoch: 103,	Training loss (MRSE): 0.631273	,Validation loss (MRSE): 0.747371	,Training loss (MSE): 1.62827e+15	,Validation loss (MSE): 6.29303e+13	,Training accuracy (MAE): -6.79925e+06	,Validation accuracy (MAE): -4.30063e+06	,Training accuracy (MRAE): 0.30085	,Validation accuracy (MRAE): 0.175101
Epoch: 104,	Training loss (MRSE): 0.637486	,Validation loss (MRSE): 0.757007	,Training loss (MSE): 3.20196e+15	,Validation loss (MSE): 7.42092e+13	,Training accuracy (MAE): -9.49326e+06	,Validation accuracy (MAE): -4.68906e+06	,Training accuracy (MRAE): 0.29835	,Validation accuracy (MRAE): 0.162084
Epoch: 105,	Training loss (MRSE): 0.630406	,Validation loss (MRSE): 0.746166	,Training loss (MSE): 5.66955e+14	,Validation loss (MSE): 6.17955e+13	,Training accuracy (MAE): -4.86388e+06	,Validation accuracy (MAE): -4.20336e+06	,Training accuracy (MRAE): 0.301673	,Validation accuracy (MRAE): 0.1764
Epoch: 106,	Training loss (MRSE): 0.631684	,Validation loss (MRSE): 0.749936	,Training loss (MSE): 4.49245e+14	,Validation loss (MSE): 6.65523e+13	,Training accuracy (MAE): -4.26141e+06	,Validation accuracy (MAE): -4.39032e+06	,Training accuracy (MRAE): 0.306102	,Validation accuracy (MRAE): 0.170803
Epoch: 107,	Training loss (MRSE): 0.628718	,Validation loss (MRSE): 0.744012	,Training loss (MSE): 2.29892e+14	,Validation loss (MSE): 6.10985e+13	,Training accuracy (MAE): -3.64843e+06	,Validation accuracy (MAE): -4.16324e+06	,Training accuracy (MRAE): 0.304189	,Validation accuracy (MRAE): 0.178946
Epoch: 108,	Training loss (MRSE): 0.629054	,Validation loss (MRSE): 0.745322	,Training loss (MSE): 1.24682e+14	,Validation loss (MSE): 6.3019e+13	,Training accuracy (MAE): -2.79527e+06	,Validation accuracy (MAE): -4.25066e+06	,Training accuracy (MRAE): 0.307962	,Validation accuracy (MRAE): 0.176503
Epoch: 109,	Training loss (MRSE): 0.627123	,Validation loss (MRSE): 0.741264	,Training loss (MSE): 1.06701e+14	,Validation loss (MSE): 5.97492e+13	,Training accuracy (MAE): -2.89951e+06	,Validation accuracy (MAE): -4.10791e+06	,Training accuracy (MRAE): 0.306572	,Validation accuracy (MRAE): 0.182193
Epoch: 110,	Training loss (MRSE): 0.627131	,Validation loss (MRSE): 0.74144	,Training loss (MSE): 4.55708e+13	,Validation loss (MSE): 6.03939e+13	,Training accuracy (MAE): -2.21942e+06	,Validation accuracy (MAE): -4.14599e+06	,Training accuracy (MRAE): 0.308752	,Validation accuracy (MRAE): 0.181294
Epoch: 111,	Training loss (MRSE): 0.625728	,Validation loss (MRSE): 0.738372	,Training loss (MSE): 5.96937e+13	,Validation loss (MSE): 5.81517e+13	,Training accuracy (MAE): -2.46848e+06	,Validation accuracy (MAE): -4.04362e+06	,Training accuracy (MRAE): 0.308443	,Validation accuracy (MRAE): 0.185629
Epoch: 112,	Training loss (MRSE): 0.625635	,Validation loss (MRSE): 0.738082	,Training loss (MSE): 2.22522e+13	,Validation loss (MSE): 5.82592e+13	,Training accuracy (MAE): -1.91855e+06	,Validation accuracy (MAE): -4.05845e+06	,Training accuracy (MRAE): 0.30989	,Validation accuracy (MRAE): 0.185454
Epoch: 113,	Training loss (MRSE): 0.62459	,Validation loss (MRSE): 0.735595	,Training loss (MSE): 4.00033e+13	,Validation loss (MSE): 5.65608e+13	,Training accuracy (MAE): -2.22211e+06	,Validation accuracy (MAE): -3.97674e+06	,Training accuracy (MRAE): 0.309425	,Validation accuracy (MRAE): 0.189018
Epoch: 114,	Training loss (MRSE): 0.624535	,Validation loss (MRSE): 0.735153	,Training loss (MSE): 1.43473e+13	,Validation loss (MSE): 5.64591e+13	,Training accuracy (MAE): -1.75611e+06	,Validation accuracy (MAE): -3.98088e+06	,Training accuracy (MRAE): 0.310827	,Validation accuracy (MRAE): 0.18916
Epoch: 115,	Training loss (MRSE): 0.623785	,Validation loss (MRSE): 0.733037	,Training loss (MSE): 3.20435e+13	,Validation loss (MSE): 5.50852e+13	,Training accuracy (MAE): -2.08912e+06	,Validation accuracy (MAE): -3.9103e+06	,Training accuracy (MRAE): 0.30934	,Validation accuracy (MRAE): 0.192268
Epoch: 116,	Training loss (MRSE): 0.623824	,Validation loss (MRSE): 0.732607	,Training loss (MSE): 1.20765e+13	,Validation loss (MSE): 5.49442e+13	,Training accuracy (MAE): -1.68427e+06	,Validation accuracy (MAE): -3.91118e+06	,Training accuracy (MRAE): 0.310508	,Validation accuracy (MRAE): 0.192479
Epoch: 117,	Training loss (MRSE): 0.623246	,Validation loss (MRSE): 0.730744	,Training loss (MSE): 3.13305e+13	,Validation loss (MSE): 5.37788e+13	,Training accuracy (MAE): -2.04868e+06	,Validation accuracy (MAE): -3.84662e+06	,Training accuracy (MRAE): 0.309274	,Validation accuracy (MRAE): 0.1953
Epoch: 118,	Training loss (MRSE): 0.623349	,Validation loss (MRSE): 0.730452	,Training loss (MSE): 1.48002e+13	,Validation loss (MSE): 5.37051e+13	,Training accuracy (MAE): -1.71617e+06	,Validation accuracy (MAE): -3.85051e+06	,Training accuracy (MRAE): 0.310267	,Validation accuracy (MRAE): 0.195334
Epoch: 119,	Training loss (MRSE): 0.622726	,Validation loss (MRSE): 0.728692	,Training loss (MSE): 3.93851e+13	,Validation loss (MSE): 5.26283e+13	,Training accuracy (MAE): -2.12239e+06	,Validation accuracy (MAE): -3.78582e+06	,Training accuracy (MRAE): 0.309067	,Validation accuracy (MRAE): 0.198071
Epoch: 120,	Training loss (MRSE): 0.622948	,Validation loss (MRSE): 0.728671	,Training loss (MSE): 2.84985e+13	,Validation loss (MSE): 5.27159e+13	,Training accuracy (MAE): -1.89993e+06	,Validation accuracy (MAE): -3.80001e+06	,Training accuracy (MRAE): 0.309937	,Validation accuracy (MRAE): 0.19763
Epoch: 121,	Training loss (MRSE): 0.622147	,Validation loss (MRSE): 0.726818	,Training loss (MSE): 6.2073e+13	,Validation loss (MSE): 5.15927e+13	,Training accuracy (MAE): -2.33704e+06	,Validation accuracy (MAE): -3.7312e+06	,Training accuracy (MRAE): 0.308404	,Validation accuracy (MRAE): 0.199973
Epoch: 122,	Training loss (MRSE): 0.62261	,Validation loss (MRSE): 0.727261	,Training loss (MSE): 6.08714e+13	,Validation loss (MSE): 5.19448e+13	,Training accuracy (MAE): -2.19637e+06	,Validation accuracy (MAE): -3.76046e+06	,Training accuracy (MRAE): 0.309616	,Validation accuracy (MRAE): 0.199262
Epoch: 123,	Training loss (MRSE): 0.621572	,Validation loss (MRSE): 0.725168	,Training loss (MSE): 1.02065e+14	,Validation loss (MSE): 5.06937e+13	,Training accuracy (MAE): -2.64421e+06	,Validation accuracy (MAE): -3.68525e+06	,Training accuracy (MRAE): 0.307378	,Validation accuracy (MRAE): 0.200909
Epoch: 124,	Training loss (MRSE): 0.622285	,Validation loss (MRSE): 0.726176	,Training loss (MSE): 1.16172e+14	,Validation loss (MSE): 5.13548e+13	,Training accuracy (MAE): -2.54692e+06	,Validation accuracy (MAE): -3.73132e+06	,Training accuracy (MRAE): 0.309568	,Validation accuracy (MRAE): 0.200238
Epoch: 125,	Training loss (MRSE): 0.620978	,Validation loss (MRSE): 0.723773	,Training loss (MSE): 1.58032e+14	,Validation loss (MSE): 4.99649e+13	,Training accuracy (MAE): -2.98361e+06	,Validation accuracy (MAE): -3.64606e+06	,Training accuracy (MRAE): 0.306556	,Validation accuracy (MRAE): 0.201578
Epoch: 126,	Training loss (MRSE): 0.621875	,Validation loss (MRSE): 0.72533	,Training loss (MSE): 1.98504e+14	,Validation loss (MSE): 5.09058e+13	,Training accuracy (MAE): -2.96253e+06	,Validation accuracy (MAE): -3.71043e+06	,Training accuracy (MRAE): 0.309676	,Validation accuracy (MRAE): 0.200732
Epoch: 127,	Training loss (MRSE): 0.620306	,Validation loss (MRSE): 0.722606	,Training loss (MSE): 2.16535e+14	,Validation loss (MSE): 4.93906e+13	,Training accuracy (MAE): -3.27883e+06	,Validation accuracy (MAE): -3.6133e+06	,Training accuracy (MRAE): 0.306084	,Validation accuracy (MRAE): 0.202123
Epoch: 128,	Training loss (MRSE): 0.621275	,Validation loss (MRSE): 0.724569	,Training loss (MSE): 2.77073e+14	,Validation loss (MSE): 5.04896e+13	,Training accuracy (MAE): -3.3265e+06	,Validation accuracy (MAE): -3.68961e+06	,Training accuracy (MRAE): 0.310059	,Validation accuracy (MRAE): 0.201109
Epoch: 129,	Training loss (MRSE): 0.619638	,Validation loss (MRSE): 0.72162	,Training loss (MSE): 2.46626e+14	,Validation loss (MSE): 4.89325e+13	,Training accuracy (MAE): -3.41408e+06	,Validation accuracy (MAE): -3.5854e+06	,Training accuracy (MRAE): 0.306022	,Validation accuracy (MRAE): 0.202593
Epoch: 130,	Training loss (MRSE): 0.620605	,Validation loss (MRSE): 0.723676	,Training loss (MSE): 2.99888e+14	,Validation loss (MSE): 5.00038e+13	,Training accuracy (MAE): -3.4274e+06	,Validation accuracy (MAE): -3.65994e+06	,Training accuracy (MRAE): 0.31047	,Validation accuracy (MRAE): 0.201818
Epoch: 131,	Training loss (MRSE): 0.619163	,Validation loss (MRSE): 0.720723	,Training loss (MSE): 2.37114e+14	,Validation loss (MSE): 4.85407e+13	,Training accuracy (MAE): -3.36614e+06	,Validation accuracy (MAE): -3.56026e+06	,Training accuracy (MRAE): 0.30623	,Validation accuracy (MRAE): 0.202967
Epoch: 132,	Training loss (MRSE): 0.620121	,Validation loss (MRSE): 0.722608	,Training loss (MSE): 2.66693e+14	,Validation loss (MSE): 4.94704e+13	,Training accuracy (MAE): -3.29111e+06	,Validation accuracy (MAE): -3.62266e+06	,Training accuracy (MRAE): 0.310622	,Validation accuracy (MRAE): 0.202898
Epoch: 133,	Training loss (MRSE): 0.61904	,Validation loss (MRSE): 0.719845	,Training loss (MSE): 2.08388e+14	,Validation loss (MSE): 4.81963e+13	,Training accuracy (MAE): -3.22161e+06	,Validation accuracy (MAE): -3.53729e+06	,Training accuracy (MRAE): 0.30641	,Validation accuracy (MRAE): 0.203279
Epoch: 134,	Training loss (MRSE): 0.620075	,Validation loss (MRSE): 0.721469	,Training loss (MSE): 2.20852e+14	,Validation loss (MSE): 4.89692e+13	,Training accuracy (MAE): -3.08094e+06	,Validation accuracy (MAE): -3.58493e+06	,Training accuracy (MRAE): 0.310411	,Validation accuracy (MRAE): 0.204088
Epoch: 135,	Training loss (MRSE): 0.61919	,Validation loss (MRSE): 0.718962	,Training loss (MSE): 1.77659e+14	,Validation loss (MSE): 4.7891e+13	,Training accuracy (MAE): -3.05482e+06	,Validation accuracy (MAE): -3.51575e+06	,Training accuracy (MRAE): 0.306464	,Validation accuracy (MRAE): 0.203626
Epoch: 136,	Training loss (MRSE): 0.619849	,Validation loss (MRSE): 0.720323	,Training loss (MSE): 1.80473e+14	,Validation loss (MSE): 4.85287e+13	,Training accuracy (MAE): -2.87084e+06	,Validation accuracy (MAE): -3.55383e+06	,Training accuracy (MRAE): 0.310336	,Validation accuracy (MRAE): 0.204742
Epoch: 137,	Training loss (MRSE): 0.618794	,Validation loss (MRSE): 0.718051	,Training loss (MSE): 1.47868e+14	,Validation loss (MSE): 4.7621e+13	,Training accuracy (MAE): -2.87777e+06	,Validation accuracy (MAE): -3.49528e+06	,Training accuracy (MRAE): 0.306916	,Validation accuracy (MRAE): 0.204103
Epoch: 138,	Training loss (MRSE): 0.619205	,Validation loss (MRSE): 0.719159	,Training loss (MSE): 1.42449e+14	,Validation loss (MSE): 4.81431e+13	,Training accuracy (MAE): -2.64849e+06	,Validation accuracy (MAE): -3.52722e+06	,Training accuracy (MRAE): 0.310592	,Validation accuracy (MRAE): 0.205217
Epoch: 139,	Training loss (MRSE): 0.618173	,Validation loss (MRSE): 0.717143	,Training loss (MSE): 1.21394e+14	,Validation loss (MSE): 4.73916e+13	,Training accuracy (MAE): -2.70224e+06	,Validation accuracy (MAE): -3.4772e+06	,Training accuracy (MRAE): 0.307588	,Validation accuracy (MRAE): 0.204649
Epoch: 140,	Training loss (MRSE): 0.618481	,Validation loss (MRSE): 0.718024	,Training loss (MSE): 1.11733e+14	,Validation loss (MSE): 4.78189e+13	,Training accuracy (MAE): -2.44384e+06	,Validation accuracy (MAE): -3.50396e+06	,Training accuracy (MRAE): 0.310955	,Validation accuracy (MRAE): 0.205731
Epoch: 141,	Training loss (MRSE): 0.617519	,Validation loss (MRSE): 0.716259	,Training loss (MSE): 1.00139e+14	,Validation loss (MSE): 4.72005e+13	,Training accuracy (MAE): -2.54401e+06	,Validation accuracy (MAE): -3.46164e+06	,Training accuracy (MRAE): 0.30829	,Validation accuracy (MRAE): 0.205205
Epoch: 142,	Training loss (MRSE): 0.617792	,Validation loss (MRSE): 0.716943	,Training loss (MSE): 8.87648e+13	,Validation loss (MSE): 4.75546e+13	,Training accuracy (MAE): -2.28875e+06	,Validation accuracy (MAE): -3.48428e+06	,Training accuracy (MRAE): 0.311348	,Validation accuracy (MRAE): 0.206256
Epoch: 143,	Training loss (MRSE): 0.61692	,Validation loss (MRSE): 0.715409	,Training loss (MSE): 8.43026e+13	,Validation loss (MSE): 4.70448e+13	,Training accuracy (MAE): -2.4117e+06	,Validation accuracy (MAE): -3.44846e+06	,Training accuracy (MRAE): 0.30895	,Validation accuracy (MRAE): 0.205763
Epoch: 144,	Training loss (MRSE): 0.617191	,Validation loss (MRSE): 0.715928	,Training loss (MSE): 7.3306e+13	,Validation loss (MSE): 4.73446e+13	,Training accuracy (MAE): -2.17257e+06	,Validation accuracy (MAE): -3.46789e+06	,Training accuracy (MRAE): 0.311745	,Validation accuracy (MRAE): 0.206809
Epoch: 145,	Training loss (MRSE): 0.616394	,Validation loss (MRSE): 0.714595	,Training loss (MSE): 7.32311e+13	,Validation loss (MSE): 4.69186e+13	,Training accuracy (MAE): -2.30823e+06	,Validation accuracy (MAE): -3.43721e+06	,Training accuracy (MRAE): 0.309543	,Validation accuracy (MRAE): 0.206338
Epoch: 146,	Training loss (MRSE): 0.61666	,Validation loss (MRSE): 0.714984	,Training loss (MSE): 6.34972e+13	,Validation loss (MSE): 4.718e+13	,Training accuracy (MAE): -2.08904e+06	,Validation accuracy (MAE): -3.45435e+06	,Training accuracy (MRAE): 0.312149	,Validation accuracy (MRAE): 0.207391
Epoch: 147,	Training loss (MRSE): 0.615908	,Validation loss (MRSE): 0.713821	,Training loss (MSE): 6.59286e+13	,Validation loss (MSE): 4.68176e+13	,Training accuracy (MAE): -2.23193e+06	,Validation accuracy (MAE): -3.42761e+06	,Training accuracy (MRAE): 0.310082	,Validation accuracy (MRAE): 0.206927
Epoch: 148,	Training loss (MRSE): 0.616164	,Validation loss (MRSE): 0.714102	,Training loss (MSE): 5.7583e+13	,Validation loss (MSE): 4.7053e+13	,Training accuracy (MAE): -2.03264e+06	,Validation accuracy (MAE): -3.4431e+06	,Training accuracy (MRAE): 0.312567	,Validation accuracy (MRAE): 0.208006
Epoch: 149,	Training loss (MRSE): 0.615433	,Validation loss (MRSE): 0.713091	,Training loss (MSE): 6.11791e+13	,Validation loss (MSE): 4.67396e+13	,Training accuracy (MAE): -2.17611e+06	,Validation accuracy (MAE): -3.41947e+06	,Training accuracy (MRAE): 0.310589	,Validation accuracy (MRAE): 0.20753
Epoch: 150,	Training loss (MRSE): 0.615674	,Validation loss (MRSE): 0.713285	,Training loss (MSE): 5.40698e+13	,Validation loss (MSE): 4.69576e+13	,Training accuracy (MAE): -1.99478e+06	,Validation accuracy (MAE): -3.43389e+06	,Training accuracy (MRAE): 0.312985	,Validation accuracy (MRAE): 0.208643
Epoch: 151,	Training loss (MRSE): 0.614951	,Validation loss (MRSE): 0.712407	,Training loss (MSE): 5.81965e+13	,Validation loss (MSE): 4.66825e+13	,Training accuracy (MAE): -2.13596e+06	,Validation accuracy (MAE): -3.41268e+06	,Training accuracy (MRAE): 0.311083	,Validation accuracy (MRAE): 0.20815
Epoch: 152,	Training loss (MRSE): 0.615178	,Validation loss (MRSE): 0.712523	,Training loss (MSE): 5.21626e+13	,Validation loss (MSE): 4.68888e+13	,Training accuracy (MAE): -1.97095e+06	,Validation accuracy (MAE): -3.42641e+06	,Training accuracy (MRAE): 0.313428	,Validation accuracy (MRAE): 0.209296
Epoch: 153,	Training loss (MRSE): 0.614459	,Validation loss (MRSE): 0.711764	,Training loss (MSE): 5.64078e+13	,Validation loss (MSE): 4.66445e+13	,Training accuracy (MAE): -2.1076e+06	,Validation accuracy (MAE): -3.40716e+06	,Training accuracy (MRAE): 0.311573	,Validation accuracy (MRAE): 0.208777
Epoch: 154,	Training loss (MRSE): 0.614672	,Validation loss (MRSE): 0.711801	,Training loss (MSE): 5.12343e+13	,Validation loss (MSE): 4.68424e+13	,Training accuracy (MAE): -1.95572e+06	,Validation accuracy (MAE): -3.42038e+06	,Training accuracy (MRAE): 0.313898	,Validation accuracy (MRAE): 0.209972
Epoch: 155,	Training loss (MRSE): 0.613953	,Validation loss (MRSE): 0.71115	,Training loss (MSE): 5.53148e+13	,Validation loss (MSE): 4.66232e+13	,Training accuracy (MAE): -2.08621e+06	,Validation accuracy (MAE): -3.40273e+06	,Training accuracy (MRAE): 0.312073	,Validation accuracy (MRAE): 0.209427
Epoch: 156,	Training loss (MRSE): 0.61415	,Validation loss (MRSE): 0.7111	,Training loss (MSE): 5.07941e+13	,Validation loss (MSE): 4.68144e+13	,Training accuracy (MAE): -1.94555e+06	,Validation accuracy (MAE): -3.41551e+06	,Training accuracy (MRAE): 0.314392	,Validation accuracy (MRAE): 0.210679
Epoch: 157,	Training loss (MRSE): 0.613434	,Validation loss (MRSE): 0.710549	,Training loss (MSE): 5.45116e+13	,Validation loss (MSE): 4.66167e+13	,Training accuracy (MAE): -2.0681e+06	,Validation accuracy (MAE): -3.39922e+06	,Training accuracy (MRAE): 0.312583	,Validation accuracy (MRAE): 0.210109
Epoch: 158,	Training loss (MRSE): 0.61361	,Validation loss (MRSE): 0.710401	,Training loss (MSE): 5.04814e+13	,Validation loss (MSE): 4.68014e+13	,Training accuracy (MAE): -1.93711e+06	,Validation accuracy (MAE): -3.41152e+06	,Training accuracy (MRAE): 0.314908	,Validation accuracy (MRAE): 0.211427
Epoch: 159,	Training loss (MRSE): 0.612896	,Validation loss (MRSE): 0.709936	,Training loss (MSE): 5.37297e+13	,Validation loss (MSE): 4.66218e+13	,Training accuracy (MAE): -2.05086e+06	,Validation accuracy (MAE): -3.39634e+06	,Training accuracy (MRAE): 0.313109	,Validation accuracy (MRAE): 0.210841
Epoch: 160,	Training loss (MRSE): 0.613039	,Validation loss (MRSE): 0.709683	,Training loss (MSE): 5.01073e+13	,Validation loss (MSE): 4.68e+13	,Training accuracy (MAE): -1.92848e+06	,Validation accuracy (MAE): -3.4081e+06	,Training accuracy (MRAE): 0.315449	,Validation accuracy (MRAE): 0.212225
Epoch: 161,	Training loss (MRSE): 0.612314	,Validation loss (MRSE): 0.709296	,Training loss (MSE): 5.28687e+13	,Validation loss (MSE): 4.66367e+13	,Training accuracy (MAE): -2.03312e+06	,Validation accuracy (MAE): -3.39391e+06	,Training accuracy (MRAE): 0.313665	,Validation accuracy (MRAE): 0.21163
Epoch: 162,	Training loss (MRSE): 0.612399	,Validation loss (MRSE): 0.708929	,Training loss (MSE): 4.95657e+13	,Validation loss (MSE): 4.68078e+13	,Training accuracy (MAE): -1.91868e+06	,Validation accuracy (MAE): -3.40507e+06	,Training accuracy (MRAE): 0.316032	,Validation accuracy (MRAE): 0.21309
Epoch: 163,	Training loss (MRSE): 0.611626	,Validation loss (MRSE): 0.70861	,Training loss (MSE): 5.18496e+13	,Validation loss (MSE): 4.66592e+13	,Training accuracy (MAE): -2.01448e+06	,Validation accuracy (MAE): -3.39179e+06	,Training accuracy (MRAE): 0.314284	,Validation accuracy (MRAE): 0.212492
Epoch: 164,	Training loss (MRSE): 0.611582	,Validation loss (MRSE): 0.708112	,Training loss (MSE): 4.88123e+13	,Validation loss (MSE): 4.68219e+13	,Training accuracy (MAE): -1.90707e+06	,Validation accuracy (MAE): -3.40243e+06	,Training accuracy (MRAE): 0.316726	,Validation accuracy (MRAE): 0.213435
Epoch: 165,	Training loss (MRSE): 0.610671	,Validation loss (MRSE): 0.707837	,Training loss (MSE): 5.07683e+13	,Validation loss (MSE): 4.66835e+13	,Training accuracy (MAE): -1.99456e+06	,Validation accuracy (MAE): -3.3897e+06	,Training accuracy (MRAE): 0.31508	,Validation accuracy (MRAE): 0.212685
Epoch: 166,	Training loss (MRSE): 0.610467	,Validation loss (MRSE): 0.707173	,Training loss (MSE): 4.78915e+13	,Validation loss (MSE): 4.68319e+13	,Training accuracy (MAE): -1.89349e+06	,Validation accuracy (MAE): -3.39888e+06	,Training accuracy (MRAE): 0.31762	,Validation accuracy (MRAE): 0.213724
Epoch: 167,	Training loss (MRSE): 0.609591	,Validation loss (MRSE): 0.706896	,Training loss (MSE): 4.96199e+13	,Validation loss (MSE): 4.66962e+13	,Training accuracy (MAE): -1.97427e+06	,Validation accuracy (MAE): -3.38579e+06	,Training accuracy (MRAE): 0.315974	,Validation accuracy (MRAE): 0.213049
