Epoch: 0,	Training loss (MRSE): 0.959355	,Validation loss (MRSE): 0.93812	,Training loss (MSE): 4.00074e+17	,Validation loss (MSE): 3.60062e+17	,Training accuracy (MAE): -2.37737e+08	,Validation accuracy (MAE): -1.99086e+08	,Training accuracy (MRAE): 0.033222	,Validation accuracy (MRAE): 0.0531244
Epoch: 700,	Training loss (MRSE): 0.920436	,Validation loss (MRSE): 0.894988	,Training loss (MSE): 2.28862e+16	,Validation loss (MSE): 2.24492e+17	,Training accuracy (MAE): -2.77907e+07	,Validation accuracy (MAE): -1.4738e+08	,Training accuracy (MRAE): 0.0618151	,Validation accuracy (MRAE): 0.0872325
Epoch: 702,	Training loss (MRSE): 0.908976	,Validation loss (MRSE): 0.92074	,Training loss (MSE): 2.32745e+16	,Validation loss (MSE): 2.28437e+17	,Training accuracy (MAE): -3.17891e+07	,Validation accuracy (MAE): -1.51007e+08	,Training accuracy (MRAE): 0.0722038	,Validation accuracy (MRAE): 0.0631419
Epoch: 704,	Training loss (MRSE): 0.89354	,Validation loss (MRSE): 0.912934	,Training loss (MSE): 2.2974e+16	,Validation loss (MSE): 2.17253e+17	,Training accuracy (MAE): -3.18102e+07	,Validation accuracy (MAE): -1.44141e+08	,Training accuracy (MRAE): 0.0835814	,Validation accuracy (MRAE): 0.072229
Epoch: 706,	Training loss (MRSE): 0.902372	,Validation loss (MRSE): 0.892212	,Training loss (MSE): 2.57366e+16	,Validation loss (MSE): 2.70614e+17	,Training accuracy (MAE): -3.56532e+07	,Validation accuracy (MAE): -1.60241e+08	,Training accuracy (MRAE): 0.0754946	,Validation accuracy (MRAE): 0.0883617
Epoch: 708,	Training loss (MRSE): 0.900687	,Validation loss (MRSE): 0.89667	,Training loss (MSE): 2.60764e+16	,Validation loss (MSE): 3.11895e+17	,Training accuracy (MAE): -4.59592e+07	,Validation accuracy (MAE): -1.8575e+08	,Training accuracy (MRAE): 0.0747671	,Validation accuracy (MRAE): 0.084625
Epoch: 710,	Training loss (MRSE): 0.907488	,Validation loss (MRSE): 0.909809	,Training loss (MSE): 2.32139e+16	,Validation loss (MSE): 3.27694e+17	,Training accuracy (MAE): -3.21754e+07	,Validation accuracy (MAE): -1.87587e+08	,Training accuracy (MRAE): 0.0724545	,Validation accuracy (MRAE): 0.0718191
Epoch: 712,	Training loss (MRSE): 0.911314	,Validation loss (MRSE): 0.902463	,Training loss (MSE): 2.34945e+16	,Validation loss (MSE): 3.38366e+17	,Training accuracy (MAE): -3.13962e+07	,Validation accuracy (MAE): -1.8647e+08	,Training accuracy (MRAE): 0.0683806	,Validation accuracy (MRAE): 0.0828621
Epoch: 714,	Training loss (MRSE): 0.906905	,Validation loss (MRSE): 0.907465	,Training loss (MSE): 2.33145e+16	,Validation loss (MSE): 3.10162e+17	,Training accuracy (MAE): -3.07642e+07	,Validation accuracy (MAE): -1.74608e+08	,Training accuracy (MRAE): 0.0713646	,Validation accuracy (MRAE): 0.078129
Epoch: 716,	Training loss (MRSE): 0.899801	,Validation loss (MRSE): 0.897588	,Training loss (MSE): 2.26896e+16	,Validation loss (MSE): 2.95407e+17	,Training accuracy (MAE): -3.1015e+07	,Validation accuracy (MAE): -1.72608e+08	,Training accuracy (MRAE): 0.0799563	,Validation accuracy (MRAE): 0.0848754
Epoch: 718,	Training loss (MRSE): 0.908496	,Validation loss (MRSE): 0.893866	,Training loss (MSE): 2.32395e+16	,Validation loss (MSE): 3.1563e+17	,Training accuracy (MAE): -3.92556e+07	,Validation accuracy (MAE): -1.94373e+08	,Training accuracy (MRAE): 0.0691987	,Validation accuracy (MRAE): 0.0896274
Epoch: 720,	Training loss (MRSE): 0.912833	,Validation loss (MRSE): 0.915981	,Training loss (MSE): 2.25225e+16	,Validation loss (MSE): 2.94704e+17	,Training accuracy (MAE): -3.13388e+07	,Validation accuracy (MAE): -1.76279e+08	,Training accuracy (MRAE): 0.0684279	,Validation accuracy (MRAE): 0.0689484
Epoch: 722,	Training loss (MRSE): 0.897879	,Validation loss (MRSE): 0.897788	,Training loss (MSE): 2.27475e+16	,Validation loss (MSE): 2.99421e+17	,Training accuracy (MAE): -3.25814e+07	,Validation accuracy (MAE): -1.81397e+08	,Training accuracy (MRAE): 0.079606	,Validation accuracy (MRAE): 0.0861044
Epoch: 724,	Training loss (MRSE): 0.908545	,Validation loss (MRSE): 0.875728	,Training loss (MSE): 2.27254e+16	,Validation loss (MSE): 2.87795e+17	,Training accuracy (MAE): -2.79465e+07	,Validation accuracy (MAE): -1.75806e+08	,Training accuracy (MRAE): 0.0713494	,Validation accuracy (MRAE): 0.101939
Epoch: 726,	Training loss (MRSE): 0.918436	,Validation loss (MRSE): 0.893779	,Training loss (MSE): 2.29307e+16	,Validation loss (MSE): 2.69284e+17	,Training accuracy (MAE): -3.10667e+07	,Validation accuracy (MAE): -1.75517e+08	,Training accuracy (MRAE): 0.0620103	,Validation accuracy (MRAE): 0.085253
Epoch: 728,	Training loss (MRSE): 0.920914	,Validation loss (MRSE): 0.90037	,Training loss (MSE): 2.18313e+16	,Validation loss (MSE): 2.99091e+17	,Training accuracy (MAE): -3.07467e+07	,Validation accuracy (MAE): -1.74475e+08	,Training accuracy (MRAE): 0.0613982	,Validation accuracy (MRAE): 0.0838518
Epoch: 730,	Training loss (MRSE): 0.923285	,Validation loss (MRSE): 0.911468	,Training loss (MSE): 2.17577e+16	,Validation loss (MSE): 2.99501e+17	,Training accuracy (MAE): -2.73269e+07	,Validation accuracy (MAE): -1.73512e+08	,Training accuracy (MRAE): 0.0617293	,Validation accuracy (MRAE): 0.0771032
Epoch: 732,	Training loss (MRSE): 0.926891	,Validation loss (MRSE): 0.911824	,Training loss (MSE): 2.2437e+16	,Validation loss (MSE): 2.92076e+17	,Training accuracy (MAE): -3.03601e+07	,Validation accuracy (MAE): -1.7345e+08	,Training accuracy (MRAE): 0.0573014	,Validation accuracy (MRAE): 0.0740732
Epoch: 734,	Training loss (MRSE): 0.933962	,Validation loss (MRSE): 0.899054	,Training loss (MSE): 2.22045e+16	,Validation loss (MSE): 2.957e+17	,Training accuracy (MAE): -2.55834e+07	,Validation accuracy (MAE): -1.70177e+08	,Training accuracy (MRAE): 0.0516111	,Validation accuracy (MRAE): 0.0857205
Epoch: 736,	Training loss (MRSE): 0.908832	,Validation loss (MRSE): 0.88479	,Training loss (MSE): 2.36694e+16	,Validation loss (MSE): 2.93754e+17	,Training accuracy (MAE): -2.72445e+07	,Validation accuracy (MAE): -1.78587e+08	,Training accuracy (MRAE): 0.0722751	,Validation accuracy (MRAE): 0.0963214
Epoch: 738,	Training loss (MRSE): 0.910939	,Validation loss (MRSE): 0.88515	,Training loss (MSE): 2.21372e+16	,Validation loss (MSE): 2.98017e+17	,Training accuracy (MAE): -2.95805e+07	,Validation accuracy (MAE): -1.82604e+08	,Training accuracy (MRAE): 0.0688259	,Validation accuracy (MRAE): 0.0969394
Epoch: 740,	Training loss (MRSE): 0.901279	,Validation loss (MRSE): 0.878636	,Training loss (MSE): 2.20422e+16	,Validation loss (MSE): 2.97298e+17	,Training accuracy (MAE): -2.7383e+07	,Validation accuracy (MAE): -1.79375e+08	,Training accuracy (MRAE): 0.0781054	,Validation accuracy (MRAE): 0.098789
Epoch: 742,	Training loss (MRSE): 0.911176	,Validation loss (MRSE): 0.878305	,Training loss (MSE): 2.21218e+16	,Validation loss (MSE): 2.9227e+17	,Training accuracy (MAE): -2.64734e+07	,Validation accuracy (MAE): -1.79897e+08	,Training accuracy (MRAE): 0.07195	,Validation accuracy (MRAE): 0.100347
Epoch: 744,	Training loss (MRSE): 0.923347	,Validation loss (MRSE): 0.893288	,Training loss (MSE): 2.22249e+16	,Validation loss (MSE): 2.7826e+17	,Training accuracy (MAE): -2.35822e+07	,Validation accuracy (MAE): -1.71308e+08	,Training accuracy (MRAE): 0.062473	,Validation accuracy (MRAE): 0.0875723
Epoch: 746,	Training loss (MRSE): 0.924131	,Validation loss (MRSE): 0.908371	,Training loss (MSE): 2.23428e+16	,Validation loss (MSE): 2.75084e+17	,Training accuracy (MAE): -2.34429e+07	,Validation accuracy (MAE): -1.69556e+08	,Training accuracy (MRAE): 0.0632502	,Validation accuracy (MRAE): 0.0767994
Epoch: 748,	Training loss (MRSE): 0.91634	,Validation loss (MRSE): 0.890876	,Training loss (MSE): 2.32168e+16	,Validation loss (MSE): 2.86412e+17	,Training accuracy (MAE): -3.15375e+07	,Validation accuracy (MAE): -1.8195e+08	,Training accuracy (MRAE): 0.0686573	,Validation accuracy (MRAE): 0.0908326
Epoch: 750,	Training loss (MRSE): 0.920648	,Validation loss (MRSE): 0.888149	,Training loss (MSE): 2.20691e+16	,Validation loss (MSE): 2.54032e+17	,Training accuracy (MAE): -2.51794e+07	,Validation accuracy (MAE): -1.66435e+08	,Training accuracy (MRAE): 0.0624763	,Validation accuracy (MRAE): 0.0920713
Epoch: 752,	Training loss (MRSE): 0.922888	,Validation loss (MRSE): 0.891876	,Training loss (MSE): 2.24931e+16	,Validation loss (MSE): 2.74327e+17	,Training accuracy (MAE): -2.41071e+07	,Validation accuracy (MAE): -1.69394e+08	,Training accuracy (MRAE): 0.0605349	,Validation accuracy (MRAE): 0.0929949
Epoch: 754,	Training loss (MRSE): 0.917599	,Validation loss (MRSE): 0.906631	,Training loss (MSE): 2.22183e+16	,Validation loss (MSE): 2.66845e+17	,Training accuracy (MAE): -2.3384e+07	,Validation accuracy (MAE): -1.70566e+08	,Training accuracy (MRAE): 0.0614441	,Validation accuracy (MRAE): 0.0774662
Epoch: 756,	Training loss (MRSE): 0.926564	,Validation loss (MRSE): 0.924445	,Training loss (MSE): 2.3182e+16	,Validation loss (MSE): 2.55029e+17	,Training accuracy (MAE): -2.34771e+07	,Validation accuracy (MAE): -1.64145e+08	,Training accuracy (MRAE): 0.0614047	,Validation accuracy (MRAE): 0.0615567
Epoch: 758,	Training loss (MRSE): 0.933747	,Validation loss (MRSE): 0.913338	,Training loss (MSE): 2.3896e+16	,Validation loss (MSE): 2.52691e+17	,Training accuracy (MAE): -2.43902e+07	,Validation accuracy (MAE): -1.63737e+08	,Training accuracy (MRAE): 0.0540862	,Validation accuracy (MRAE): 0.0710372
Epoch: 760,	Training loss (MRSE): 0.947027	,Validation loss (MRSE): 0.912385	,Training loss (MSE): 2.76602e+16	,Validation loss (MSE): 2.21981e+17	,Training accuracy (MAE): -2.69242e+07	,Validation accuracy (MAE): -1.44957e+08	,Training accuracy (MRAE): 0.04524	,Validation accuracy (MRAE): 0.0755428
Epoch: 762,	Training loss (MRSE): 0.942433	,Validation loss (MRSE): 0.897133	,Training loss (MSE): 2.41035e+16	,Validation loss (MSE): 2.26273e+17	,Training accuracy (MAE): -2.49055e+07	,Validation accuracy (MAE): -1.51132e+08	,Training accuracy (MRAE): 0.0496519	,Validation accuracy (MRAE): 0.0909332
Epoch: 764,	Training loss (MRSE): 0.928528	,Validation loss (MRSE): 0.912692	,Training loss (MSE): 2.23408e+16	,Validation loss (MSE): 2.26069e+17	,Training accuracy (MAE): -2.46862e+07	,Validation accuracy (MAE): -1.54155e+08	,Training accuracy (MRAE): 0.0580167	,Validation accuracy (MRAE): 0.072178
Epoch: 766,	Training loss (MRSE): 0.922909	,Validation loss (MRSE): 0.928658	,Training loss (MSE): 2.2438e+16	,Validation loss (MSE): 2.26873e+17	,Training accuracy (MAE): -2.73212e+07	,Validation accuracy (MAE): -1.51533e+08	,Training accuracy (MRAE): 0.0632768	,Validation accuracy (MRAE): 0.0601108
Epoch: 768,	Training loss (MRSE): 0.906499	,Validation loss (MRSE): 0.928442	,Training loss (MSE): 2.20504e+16	,Validation loss (MSE): 2.22951e+17	,Training accuracy (MAE): -2.85317e+07	,Validation accuracy (MAE): -1.53539e+08	,Training accuracy (MRAE): 0.0742294	,Validation accuracy (MRAE): 0.0577409
Epoch: 770,	Training loss (MRSE): 0.90198	,Validation loss (MRSE): 0.926819	,Training loss (MSE): 2.17044e+16	,Validation loss (MSE): 2.25702e+17	,Training accuracy (MAE): -2.87697e+07	,Validation accuracy (MAE): -1.6208e+08	,Training accuracy (MRAE): 0.076915	,Validation accuracy (MRAE): 0.0592053
Epoch: 772,	Training loss (MRSE): 0.905453	,Validation loss (MRSE): 0.922304	,Training loss (MSE): 2.17908e+16	,Validation loss (MSE): 2.33573e+17	,Training accuracy (MAE): -3.11167e+07	,Validation accuracy (MAE): -1.7224e+08	,Training accuracy (MRAE): 0.0718323	,Validation accuracy (MRAE): 0.061858
Epoch: 774,	Training loss (MRSE): 0.894534	,Validation loss (MRSE): 0.903191	,Training loss (MSE): 2.18372e+16	,Validation loss (MSE): 2.3172e+17	,Training accuracy (MAE): -2.61262e+07	,Validation accuracy (MAE): -1.70233e+08	,Training accuracy (MRAE): 0.0850265	,Validation accuracy (MRAE): 0.0759995
Epoch: 776,	Training loss (MRSE): 0.902781	,Validation loss (MRSE): 0.908551	,Training loss (MSE): 2.18075e+16	,Validation loss (MSE): 2.37019e+17	,Training accuracy (MAE): -2.50423e+07	,Validation accuracy (MAE): -1.71208e+08	,Training accuracy (MRAE): 0.0760775	,Validation accuracy (MRAE): 0.0757266
Epoch: 778,	Training loss (MRSE): 0.90384	,Validation loss (MRSE): 0.913466	,Training loss (MSE): 2.1954e+16	,Validation loss (MSE): 2.39379e+17	,Training accuracy (MAE): -2.81877e+07	,Validation accuracy (MAE): -1.69513e+08	,Training accuracy (MRAE): 0.074401	,Validation accuracy (MRAE): 0.0714855
Epoch: 780,	Training loss (MRSE): 0.898946	,Validation loss (MRSE): 0.911087	,Training loss (MSE): 2.30086e+16	,Validation loss (MSE): 2.5001e+17	,Training accuracy (MAE): -3.33493e+07	,Validation accuracy (MAE): -1.70133e+08	,Training accuracy (MRAE): 0.0797891	,Validation accuracy (MRAE): 0.0772985
Epoch: 782,	Training loss (MRSE): 0.894868	,Validation loss (MRSE): 0.923548	,Training loss (MSE): 2.30093e+16	,Validation loss (MSE): 2.48071e+17	,Training accuracy (MAE): -3.15785e+07	,Validation accuracy (MAE): -1.71977e+08	,Training accuracy (MRAE): 0.082043	,Validation accuracy (MRAE): 0.0630583
Epoch: 784,	Training loss (MRSE): 0.894868	,Validation loss (MRSE): 0.920461	,Training loss (MSE): 2.31387e+16	,Validation loss (MSE): 2.55666e+17	,Training accuracy (MAE): -3.57634e+07	,Validation accuracy (MAE): -1.81222e+08	,Training accuracy (MRAE): 0.0823103	,Validation accuracy (MRAE): 0.0649874
Epoch: 786,	Training loss (MRSE): 0.888768	,Validation loss (MRSE): 0.911144	,Training loss (MSE): 2.30852e+16	,Validation loss (MSE): 2.5726e+17	,Training accuracy (MAE): -3.26773e+07	,Validation accuracy (MAE): -1.73539e+08	,Training accuracy (MRAE): 0.0862557	,Validation accuracy (MRAE): 0.0707316
Epoch: 788,	Training loss (MRSE): 0.905775	,Validation loss (MRSE): 0.915028	,Training loss (MSE): 2.28116e+16	,Validation loss (MSE): 2.51342e+17	,Training accuracy (MAE): -3.37885e+07	,Validation accuracy (MAE): -1.7521e+08	,Training accuracy (MRAE): 0.0729613	,Validation accuracy (MRAE): 0.0679122
Epoch: 790,	Training loss (MRSE): 0.91421	,Validation loss (MRSE): 0.917888	,Training loss (MSE): 2.28511e+16	,Validation loss (MSE): 2.43595e+17	,Training accuracy (MAE): -2.91153e+07	,Validation accuracy (MAE): -1.74233e+08	,Training accuracy (MRAE): 0.0685449	,Validation accuracy (MRAE): 0.0679591
Epoch: 792,	Training loss (MRSE): 0.924231	,Validation loss (MRSE): 0.906469	,Training loss (MSE): 2.2251e+16	,Validation loss (MSE): 2.4989e+17	,Training accuracy (MAE): -2.5619e+07	,Validation accuracy (MAE): -1.69015e+08	,Training accuracy (MRAE): 0.0620999	,Validation accuracy (MRAE): 0.0763765
Epoch: 794,	Training loss (MRSE): 0.923939	,Validation loss (MRSE): 0.899316	,Training loss (MSE): 2.25626e+16	,Validation loss (MSE): 2.471e+17	,Training accuracy (MAE): -2.66647e+07	,Validation accuracy (MAE): -1.71469e+08	,Training accuracy (MRAE): 0.0608655	,Validation accuracy (MRAE): 0.0812039
Epoch: 796,	Training loss (MRSE): 0.927421	,Validation loss (MRSE): 0.883493	,Training loss (MSE): 2.24718e+16	,Validation loss (MSE): 2.61327e+17	,Training accuracy (MAE): -2.74846e+07	,Validation accuracy (MAE): -1.77724e+08	,Training accuracy (MRAE): 0.055261	,Validation accuracy (MRAE): 0.0940315
Epoch: 798,	Training loss (MRSE): 0.913323	,Validation loss (MRSE): 0.891561	,Training loss (MSE): 2.19347e+16	,Validation loss (MSE): 2.80972e+17	,Training accuracy (MAE): -2.79289e+07	,Validation accuracy (MAE): -1.87853e+08	,Training accuracy (MRAE): 0.0658308	,Validation accuracy (MRAE): 0.0858467
Epoch: 800,	Training loss (MRSE): 0.913552	,Validation loss (MRSE): 0.898447	,Training loss (MSE): 2.24849e+16	,Validation loss (MSE): 2.80162e+17	,Training accuracy (MAE): -3.11606e+07	,Validation accuracy (MAE): -1.89344e+08	,Training accuracy (MRAE): 0.0661848	,Validation accuracy (MRAE): 0.0822202
Epoch: 802,	Training loss (MRSE): 0.898665	,Validation loss (MRSE): 0.882794	,Training loss (MSE): 2.27978e+16	,Validation loss (MSE): 2.79232e+17	,Training accuracy (MAE): -3.38133e+07	,Validation accuracy (MAE): -1.86213e+08	,Training accuracy (MRAE): 0.0776734	,Validation accuracy (MRAE): 0.0957144
Epoch: 804,	Training loss (MRSE): 0.903659	,Validation loss (MRSE): 0.880096	,Training loss (MSE): 2.33033e+16	,Validation loss (MSE): 2.65029e+17	,Training accuracy (MAE): -3.90761e+07	,Validation accuracy (MAE): -1.86407e+08	,Training accuracy (MRAE): 0.0701366	,Validation accuracy (MRAE): 0.0955079
Epoch: 806,	Training loss (MRSE): 0.900935	,Validation loss (MRSE): 0.870454	,Training loss (MSE): 2.19799e+16	,Validation loss (MSE): 2.44669e+17	,Training accuracy (MAE): -3.11554e+07	,Validation accuracy (MAE): -1.71716e+08	,Training accuracy (MRAE): 0.0722249	,Validation accuracy (MRAE): 0.102889
Epoch: 808,	Training loss (MRSE): 0.893281	,Validation loss (MRSE): 0.881514	,Training loss (MSE): 2.1514e+16	,Validation loss (MSE): 2.37472e+17	,Training accuracy (MAE): -3.02483e+07	,Validation accuracy (MAE): -1.73633e+08	,Training accuracy (MRAE): 0.079575	,Validation accuracy (MRAE): 0.0942923
Epoch: 810,	Training loss (MRSE): 0.919518	,Validation loss (MRSE): 0.896296	,Training loss (MSE): 2.19676e+16	,Validation loss (MSE): 2.33678e+17	,Training accuracy (MAE): -3.03385e+07	,Validation accuracy (MAE): -1.70273e+08	,Training accuracy (MRAE): 0.0589656	,Validation accuracy (MRAE): 0.0849758
Epoch: 812,	Training loss (MRSE): 0.9002	,Validation loss (MRSE): 0.87851	,Training loss (MSE): 2.20178e+16	,Validation loss (MSE): 2.26568e+17	,Training accuracy (MAE): -3.08183e+07	,Validation accuracy (MAE): -1.699e+08	,Training accuracy (MRAE): 0.0756397	,Validation accuracy (MRAE): 0.0985646
Epoch: 814,	Training loss (MRSE): 0.887033	,Validation loss (MRSE): 0.874501	,Training loss (MSE): 2.2338e+16	,Validation loss (MSE): 2.15121e+17	,Training accuracy (MAE): -3.2617e+07	,Validation accuracy (MAE): -1.63496e+08	,Training accuracy (MRAE): 0.0881731	,Validation accuracy (MRAE): 0.0992689
Epoch: 816,	Training loss (MRSE): 0.881086	,Validation loss (MRSE): 0.869585	,Training loss (MSE): 2.25206e+16	,Validation loss (MSE): 2.12828e+17	,Training accuracy (MAE): -2.98225e+07	,Validation accuracy (MAE): -1.59273e+08	,Training accuracy (MRAE): 0.0907605	,Validation accuracy (MRAE): 0.105179
Epoch: 818,	Training loss (MRSE): 0.884693	,Validation loss (MRSE): 0.874784	,Training loss (MSE): 2.23163e+16	,Validation loss (MSE): 2.05731e+17	,Training accuracy (MAE): -3.02626e+07	,Validation accuracy (MAE): -1.54691e+08	,Training accuracy (MRAE): 0.0893646	,Validation accuracy (MRAE): 0.0987288
Epoch: 820,	Training loss (MRSE): 0.89701	,Validation loss (MRSE): 0.877007	,Training loss (MSE): 2.2104e+16	,Validation loss (MSE): 2.08852e+17	,Training accuracy (MAE): -3.17818e+07	,Validation accuracy (MAE): -1.54524e+08	,Training accuracy (MRAE): 0.0803479	,Validation accuracy (MRAE): 0.100168
Epoch: 822,	Training loss (MRSE): 0.914088	,Validation loss (MRSE): 0.872479	,Training loss (MSE): 2.264e+16	,Validation loss (MSE): 2.27346e+17	,Training accuracy (MAE): -3.55822e+07	,Validation accuracy (MAE): -1.64686e+08	,Training accuracy (MRAE): 0.0642389	,Validation accuracy (MRAE): 0.101069
Epoch: 824,	Training loss (MRSE): 0.89937	,Validation loss (MRSE): 0.910314	,Training loss (MSE): 2.30001e+16	,Validation loss (MSE): 2.4101e+17	,Training accuracy (MAE): -3.99359e+07	,Validation accuracy (MAE): -1.7355e+08	,Training accuracy (MRAE): 0.0749185	,Validation accuracy (MRAE): 0.0721189
Epoch: 826,	Training loss (MRSE): 0.895676	,Validation loss (MRSE): 0.891187	,Training loss (MSE): 2.38126e+16	,Validation loss (MSE): 2.50375e+17	,Training accuracy (MAE): -3.8882e+07	,Validation accuracy (MAE): -1.72669e+08	,Training accuracy (MRAE): 0.0772185	,Validation accuracy (MRAE): 0.0858301
Epoch: 828,	Training loss (MRSE): 0.879192	,Validation loss (MRSE): 0.887733	,Training loss (MSE): 2.32646e+16	,Validation loss (MSE): 2.34929e+17	,Training accuracy (MAE): -3.94162e+07	,Validation accuracy (MAE): -1.60657e+08	,Training accuracy (MRAE): 0.0906297	,Validation accuracy (MRAE): 0.0933727
Epoch: 830,	Training loss (MRSE): 0.886145	,Validation loss (MRSE): 0.883086	,Training loss (MSE): 2.28106e+16	,Validation loss (MSE): 2.20893e+17	,Training accuracy (MAE): -3.85774e+07	,Validation accuracy (MAE): -1.58333e+08	,Training accuracy (MRAE): 0.0826913	,Validation accuracy (MRAE): 0.0915482
Epoch: 832,	Training loss (MRSE): 0.903158	,Validation loss (MRSE): 0.876238	,Training loss (MSE): 2.31777e+16	,Validation loss (MSE): 2.1369e+17	,Training accuracy (MAE): -3.77259e+07	,Validation accuracy (MAE): -1.56801e+08	,Training accuracy (MRAE): 0.0706145	,Validation accuracy (MRAE): 0.0957479
Epoch: 834,	Training loss (MRSE): 0.903176	,Validation loss (MRSE): 0.881257	,Training loss (MSE): 2.41143e+16	,Validation loss (MSE): 2.19833e+17	,Training accuracy (MAE): -4.19749e+07	,Validation accuracy (MAE): -1.67766e+08	,Training accuracy (MRAE): 0.06732	,Validation accuracy (MRAE): 0.0922975
Epoch: 836,	Training loss (MRSE): 0.890178	,Validation loss (MRSE): 0.880354	,Training loss (MSE): 2.25017e+16	,Validation loss (MSE): 2.30738e+17	,Training accuracy (MAE): -3.76245e+07	,Validation accuracy (MAE): -1.70468e+08	,Training accuracy (MRAE): 0.0833042	,Validation accuracy (MRAE): 0.0929416
Epoch: 838,	Training loss (MRSE): 0.890492	,Validation loss (MRSE): 0.888496	,Training loss (MSE): 2.21752e+16	,Validation loss (MSE): 2.33881e+17	,Training accuracy (MAE): -3.21666e+07	,Validation accuracy (MAE): -1.64965e+08	,Training accuracy (MRAE): 0.082083	,Validation accuracy (MRAE): 0.0889952
Epoch: 840,	Training loss (MRSE): 0.903025	,Validation loss (MRSE): 0.874141	,Training loss (MSE): 2.16252e+16	,Validation loss (MSE): 2.26637e+17	,Training accuracy (MAE): -3.10079e+07	,Validation accuracy (MAE): -1.60047e+08	,Training accuracy (MRAE): 0.0732933	,Validation accuracy (MRAE): 0.1022
Epoch: 842,	Training loss (MRSE): 0.915351	,Validation loss (MRSE): 0.883773	,Training loss (MSE): 2.18104e+16	,Validation loss (MSE): 2.29954e+17	,Training accuracy (MAE): -2.99897e+07	,Validation accuracy (MAE): -1.62802e+08	,Training accuracy (MRAE): 0.0649576	,Validation accuracy (MRAE): 0.0935527
Epoch: 844,	Training loss (MRSE): 0.918205	,Validation loss (MRSE): 0.878777	,Training loss (MSE): 2.23409e+16	,Validation loss (MSE): 2.26593e+17	,Training accuracy (MAE): -3.21508e+07	,Validation accuracy (MAE): -1.67584e+08	,Training accuracy (MRAE): 0.0612157	,Validation accuracy (MRAE): 0.0959211
Epoch: 846,	Training loss (MRSE): 0.890461	,Validation loss (MRSE): 0.860037	,Training loss (MSE): 2.24552e+16	,Validation loss (MSE): 2.3261e+17	,Training accuracy (MAE): -3.1825e+07	,Validation accuracy (MAE): -1.70662e+08	,Training accuracy (MRAE): 0.0854674	,Validation accuracy (MRAE): 0.108773
Epoch: 848,	Training loss (MRSE): 0.89587	,Validation loss (MRSE): 0.873735	,Training loss (MSE): 2.19527e+16	,Validation loss (MSE): 2.47776e+17	,Training accuracy (MAE): -3.20267e+07	,Validation accuracy (MAE): -1.76419e+08	,Training accuracy (MRAE): 0.0779441	,Validation accuracy (MRAE): 0.0990741
Epoch: 850,	Training loss (MRSE): 0.887265	,Validation loss (MRSE): 0.882597	,Training loss (MSE): 2.18532e+16	,Validation loss (MSE): 2.5722e+17	,Training accuracy (MAE): -3.32842e+07	,Validation accuracy (MAE): -1.8314e+08	,Training accuracy (MRAE): 0.0823566	,Validation accuracy (MRAE): 0.0943676
Epoch: 852,	Training loss (MRSE): 0.884764	,Validation loss (MRSE): 0.921752	,Training loss (MSE): 2.22005e+16	,Validation loss (MSE): 2.66125e+17	,Training accuracy (MAE): -3.40788e+07	,Validation accuracy (MAE): -1.93158e+08	,Training accuracy (MRAE): 0.0890865	,Validation accuracy (MRAE): 0.0579141
Epoch: 854,	Training loss (MRSE): 0.889343	,Validation loss (MRSE): 0.915288	,Training loss (MSE): 2.25341e+16	,Validation loss (MSE): 2.69378e+17	,Training accuracy (MAE): -3.43712e+07	,Validation accuracy (MAE): -1.98696e+08	,Training accuracy (MRAE): 0.0838122	,Validation accuracy (MRAE): 0.0619896
Epoch: 856,	Training loss (MRSE): 0.872537	,Validation loss (MRSE): 0.902767	,Training loss (MSE): 2.19588e+16	,Validation loss (MSE): 2.65492e+17	,Training accuracy (MAE): -3.13148e+07	,Validation accuracy (MAE): -1.9897e+08	,Training accuracy (MRAE): 0.095731	,Validation accuracy (MRAE): 0.0766216
Epoch: 858,	Training loss (MRSE): 0.889443	,Validation loss (MRSE): 0.885811	,Training loss (MSE): 2.20417e+16	,Validation loss (MSE): 2.57479e+17	,Training accuracy (MAE): -2.89044e+07	,Validation accuracy (MAE): -1.94234e+08	,Training accuracy (MRAE): 0.0825895	,Validation accuracy (MRAE): 0.0881338
Epoch: 860,	Training loss (MRSE): 0.896331	,Validation loss (MRSE): 0.874359	,Training loss (MSE): 2.22038e+16	,Validation loss (MSE): 2.68796e+17	,Training accuracy (MAE): -2.86899e+07	,Validation accuracy (MAE): -1.9457e+08	,Training accuracy (MRAE): 0.0816126	,Validation accuracy (MRAE): 0.101497
Epoch: 862,	Training loss (MRSE): 0.908045	,Validation loss (MRSE): 0.894799	,Training loss (MSE): 2.17403e+16	,Validation loss (MSE): 2.85074e+17	,Training accuracy (MAE): -2.99925e+07	,Validation accuracy (MAE): -1.99497e+08	,Training accuracy (MRAE): 0.0673964	,Validation accuracy (MRAE): 0.0832468
Epoch: 864,	Training loss (MRSE): 0.897653	,Validation loss (MRSE): 0.911198	,Training loss (MSE): 2.21534e+16	,Validation loss (MSE): 2.82665e+17	,Training accuracy (MAE): -2.84921e+07	,Validation accuracy (MAE): -1.97434e+08	,Training accuracy (MRAE): 0.079058	,Validation accuracy (MRAE): 0.0715403
