Epoch: 0,	Training loss (MRSE): 0.823588	,Validation loss (MRSE): 0.805589	,Training loss (MSE): 5.53848e+17	,Validation loss (MSE): 6.98209e+17	,Training accuracy (MAE): -2.57638e+08	,Validation accuracy (MAE): -3.17027e+08	,Training accuracy (MRAE): 0.11933	,Validation accuracy (MRAE): 0.131696
Epoch: 560,	Training loss (MRSE): 0.539354	,Validation loss (MRSE): 0.725291	,Training loss (MSE): 4.48798e+16	,Validation loss (MSE): 1.47383e+17	,Training accuracy (MAE): -3.7504e+07	,Validation accuracy (MAE): -7.75335e+07	,Training accuracy (MRAE): 0.317859	,Validation accuracy (MRAE): 0.183197
Epoch: 562,	Training loss (MRSE): 0.458847	,Validation loss (MRSE): 0.696384	,Training loss (MSE): 4.79672e+16	,Validation loss (MSE): 1.2843e+17	,Training accuracy (MAE): -3.11651e+07	,Validation accuracy (MAE): -5.98456e+07	,Training accuracy (MRAE): 0.389781	,Validation accuracy (MRAE): 0.20861
Epoch: 564,	Training loss (MRSE): 0.404011	,Validation loss (MRSE): 0.689756	,Training loss (MSE): 4.90817e+16	,Validation loss (MSE): 1.2126e+17	,Training accuracy (MAE): -2.90923e+07	,Validation accuracy (MAE): -4.90985e+07	,Training accuracy (MRAE): 0.439055	,Validation accuracy (MRAE): 0.217785
Epoch: 566,	Training loss (MRSE): 0.394147	,Validation loss (MRSE): 0.691785	,Training loss (MSE): 4.71403e+16	,Validation loss (MSE): 1.26235e+17	,Training accuracy (MAE): -2.99852e+07	,Validation accuracy (MAE): -5.53334e+07	,Training accuracy (MRAE): 0.447592	,Validation accuracy (MRAE): 0.212888
Epoch: 568,	Training loss (MRSE): 0.363206	,Validation loss (MRSE): 0.665054	,Training loss (MSE): 4.91252e+16	,Validation loss (MSE): 1.20778e+17	,Training accuracy (MAE): -2.87816e+07	,Validation accuracy (MAE): -4.73942e+07	,Training accuracy (MRAE): 0.459865	,Validation accuracy (MRAE): 0.237203
Epoch: 570,	Training loss (MRSE): 0.350457	,Validation loss (MRSE): 0.674338	,Training loss (MSE): 4.76975e+16	,Validation loss (MSE): 1.24875e+17	,Training accuracy (MAE): -2.74891e+07	,Validation accuracy (MAE): -5.23094e+07	,Training accuracy (MRAE): 0.47767	,Validation accuracy (MRAE): 0.236915
Epoch: 572,	Training loss (MRSE): 0.438239	,Validation loss (MRSE): 0.709442	,Training loss (MSE): 4.47553e+16	,Validation loss (MSE): 1.33249e+17	,Training accuracy (MAE): -3.09216e+07	,Validation accuracy (MAE): -6.45363e+07	,Training accuracy (MRAE): 0.409155	,Validation accuracy (MRAE): 0.199255
Epoch: 574,	Training loss (MRSE): 0.472503	,Validation loss (MRSE): 0.706426	,Training loss (MSE): 4.37021e+16	,Validation loss (MSE): 1.31598e+17	,Training accuracy (MAE): -3.08376e+07	,Validation accuracy (MAE): -6.22219e+07	,Training accuracy (MRAE): 0.375838	,Validation accuracy (MRAE): 0.202898
Epoch: 576,	Training loss (MRSE): 0.444536	,Validation loss (MRSE): 0.685105	,Training loss (MSE): 4.94249e+16	,Validation loss (MSE): 1.23894e+17	,Training accuracy (MAE): -3.03383e+07	,Validation accuracy (MAE): -4.92552e+07	,Training accuracy (MRAE): 0.396044	,Validation accuracy (MRAE): 0.215838
Epoch: 578,	Training loss (MRSE): 0.456603	,Validation loss (MRSE): 0.700257	,Training loss (MSE): 4.54243e+16	,Validation loss (MSE): 1.29719e+17	,Training accuracy (MAE): -2.93334e+07	,Validation accuracy (MAE): -5.89389e+07	,Training accuracy (MRAE): 0.384672	,Validation accuracy (MRAE): 0.204957
Epoch: 580,	Training loss (MRSE): 0.449096	,Validation loss (MRSE): 0.676045	,Training loss (MSE): 5.45684e+16	,Validation loss (MSE): 1.23419e+17	,Training accuracy (MAE): -3.1487e+07	,Validation accuracy (MAE): -4.94027e+07	,Training accuracy (MRAE): 0.387638	,Validation accuracy (MRAE): 0.228708
Epoch: 582,	Training loss (MRSE): 0.512364	,Validation loss (MRSE): 0.705088	,Training loss (MSE): 6.1581e+16	,Validation loss (MSE): 1.2126e+17	,Training accuracy (MAE): -3.51588e+07	,Validation accuracy (MAE): -4.49357e+07	,Training accuracy (MRAE): 0.340457	,Validation accuracy (MRAE): 0.195333
Epoch: 584,	Training loss (MRSE): 0.401551	,Validation loss (MRSE): 0.647569	,Training loss (MSE): 5.52465e+16	,Validation loss (MSE): 1.27988e+17	,Training accuracy (MAE): -3.21325e+07	,Validation accuracy (MAE): -5.2722e+07	,Training accuracy (MRAE): 0.433908	,Validation accuracy (MRAE): 0.252935
Epoch: 586,	Training loss (MRSE): 0.363331	,Validation loss (MRSE): 0.651981	,Training loss (MSE): 5.26546e+16	,Validation loss (MSE): 1.39752e+17	,Training accuracy (MAE): -3.14564e+07	,Validation accuracy (MAE): -6.37443e+07	,Training accuracy (MRAE): 0.460102	,Validation accuracy (MRAE): 0.245976
Epoch: 588,	Training loss (MRSE): 0.344413	,Validation loss (MRSE): 0.643961	,Training loss (MSE): 5.43607e+16	,Validation loss (MSE): 1.30513e+17	,Training accuracy (MAE): -3.13199e+07	,Validation accuracy (MAE): -5.74103e+07	,Training accuracy (MRAE): 0.483645	,Validation accuracy (MRAE): 0.249499
Epoch: 590,	Training loss (MRSE): 0.337471	,Validation loss (MRSE): 0.64018	,Training loss (MSE): 5.6345e+16	,Validation loss (MSE): 1.29146e+17	,Training accuracy (MAE): -3.0941e+07	,Validation accuracy (MAE): -5.77572e+07	,Training accuracy (MRAE): 0.492617	,Validation accuracy (MRAE): 0.253157
Epoch: 592,	Training loss (MRSE): 0.366973	,Validation loss (MRSE): 0.686112	,Training loss (MSE): 5.04158e+16	,Validation loss (MSE): 1.32476e+17	,Training accuracy (MAE): -3.00599e+07	,Validation accuracy (MAE): -6.2991e+07	,Training accuracy (MRAE): 0.465278	,Validation accuracy (MRAE): 0.224615
Epoch: 594,	Training loss (MRSE): 0.402582	,Validation loss (MRSE): 0.706801	,Training loss (MSE): 4.58103e+16	,Validation loss (MSE): 1.33262e+17	,Training accuracy (MAE): -2.72755e+07	,Validation accuracy (MAE): -6.18691e+07	,Training accuracy (MRAE): 0.436445	,Validation accuracy (MRAE): 0.201652
Epoch: 596,	Training loss (MRSE): 0.356395	,Validation loss (MRSE): 0.663722	,Training loss (MSE): 4.71675e+16	,Validation loss (MSE): 1.29459e+17	,Training accuracy (MAE): -2.69693e+07	,Validation accuracy (MAE): -5.53208e+07	,Training accuracy (MRAE): 0.473279	,Validation accuracy (MRAE): 0.244163
Epoch: 598,	Training loss (MRSE): 0.373051	,Validation loss (MRSE): 0.648298	,Training loss (MSE): 4.87096e+16	,Validation loss (MSE): 1.27906e+17	,Training accuracy (MAE): -2.66033e+07	,Validation accuracy (MAE): -5.27729e+07	,Training accuracy (MRAE): 0.463787	,Validation accuracy (MRAE): 0.255515
Epoch: 600,	Training loss (MRSE): 0.353731	,Validation loss (MRSE): 0.650635	,Training loss (MSE): 5.04983e+16	,Validation loss (MSE): 1.33659e+17	,Training accuracy (MAE): -2.90364e+07	,Validation accuracy (MAE): -6.05257e+07	,Training accuracy (MRAE): 0.479011	,Validation accuracy (MRAE): 0.254118
Epoch: 602,	Training loss (MRSE): 0.348484	,Validation loss (MRSE): 0.654391	,Training loss (MSE): 4.84678e+16	,Validation loss (MSE): 1.48748e+17	,Training accuracy (MAE): -2.96026e+07	,Validation accuracy (MAE): -7.1514e+07	,Training accuracy (MRAE): 0.482975	,Validation accuracy (MRAE): 0.247265
Epoch: 604,	Training loss (MRSE): 0.3617	,Validation loss (MRSE): 0.693767	,Training loss (MSE): 4.90188e+16	,Validation loss (MSE): 1.46486e+17	,Training accuracy (MAE): -3.04039e+07	,Validation accuracy (MAE): -7.27176e+07	,Training accuracy (MRAE): 0.467229	,Validation accuracy (MRAE): 0.207191
Epoch: 606,	Training loss (MRSE): 0.353255	,Validation loss (MRSE): 0.673712	,Training loss (MSE): 5.00624e+16	,Validation loss (MSE): 1.27742e+17	,Training accuracy (MAE): -2.89953e+07	,Validation accuracy (MAE): -5.26691e+07	,Training accuracy (MRAE): 0.474119	,Validation accuracy (MRAE): 0.228545
Epoch: 608,	Training loss (MRSE): 0.334306	,Validation loss (MRSE): 0.674549	,Training loss (MSE): 4.84381e+16	,Validation loss (MSE): 1.2998e+17	,Training accuracy (MAE): -2.89555e+07	,Validation accuracy (MAE): -5.46495e+07	,Training accuracy (MRAE): 0.4921	,Validation accuracy (MRAE): 0.228822
Epoch: 610,	Training loss (MRSE): 0.318952	,Validation loss (MRSE): 0.693808	,Training loss (MSE): 4.74985e+16	,Validation loss (MSE): 1.30067e+17	,Training accuracy (MAE): -2.84112e+07	,Validation accuracy (MAE): -5.56627e+07	,Training accuracy (MRAE): 0.509262	,Validation accuracy (MRAE): 0.214328
Epoch: 612,	Training loss (MRSE): 0.364746	,Validation loss (MRSE): 0.709994	,Training loss (MSE): 4.51738e+16	,Validation loss (MSE): 1.34013e+17	,Training accuracy (MAE): -2.91135e+07	,Validation accuracy (MAE): -5.87353e+07	,Training accuracy (MRAE): 0.466349	,Validation accuracy (MRAE): 0.199856
Epoch: 614,	Training loss (MRSE): 0.366693	,Validation loss (MRSE): 0.708936	,Training loss (MSE): 4.62994e+16	,Validation loss (MSE): 1.33547e+17	,Training accuracy (MAE): -2.9596e+07	,Validation accuracy (MAE): -5.66257e+07	,Training accuracy (MRAE): 0.465958	,Validation accuracy (MRAE): 0.193144
Epoch: 616,	Training loss (MRSE): 0.398104	,Validation loss (MRSE): 0.734819	,Training loss (MSE): 4.44881e+16	,Validation loss (MSE): 1.39549e+17	,Training accuracy (MAE): -3.03456e+07	,Validation accuracy (MAE): -6.08831e+07	,Training accuracy (MRAE): 0.453609	,Validation accuracy (MRAE): 0.179086
Epoch: 618,	Training loss (MRSE): 0.352186	,Validation loss (MRSE): 0.704612	,Training loss (MSE): 4.31618e+16	,Validation loss (MSE): 1.39412e+17	,Training accuracy (MAE): -2.74367e+07	,Validation accuracy (MAE): -5.92745e+07	,Training accuracy (MRAE): 0.485989	,Validation accuracy (MRAE): 0.201561
Epoch: 620,	Training loss (MRSE): 0.36494	,Validation loss (MRSE): 0.68256	,Training loss (MSE): 4.76988e+16	,Validation loss (MSE): 1.32611e+17	,Training accuracy (MAE): -2.94612e+07	,Validation accuracy (MAE): -5.2762e+07	,Training accuracy (MRAE): 0.465123	,Validation accuracy (MRAE): 0.223425
Epoch: 622,	Training loss (MRSE): 0.362769	,Validation loss (MRSE): 0.663189	,Training loss (MSE): 4.61964e+16	,Validation loss (MSE): 1.35688e+17	,Training accuracy (MAE): -2.66379e+07	,Validation accuracy (MAE): -5.44643e+07	,Training accuracy (MRAE): 0.4648	,Validation accuracy (MRAE): 0.237117
Epoch: 624,	Training loss (MRSE): 0.337192	,Validation loss (MRSE): 0.671013	,Training loss (MSE): 4.53809e+16	,Validation loss (MSE): 1.35928e+17	,Training accuracy (MAE): -2.54343e+07	,Validation accuracy (MAE): -5.56964e+07	,Training accuracy (MRAE): 0.495094	,Validation accuracy (MRAE): 0.230444
Epoch: 626,	Training loss (MRSE): 0.356701	,Validation loss (MRSE): 0.718665	,Training loss (MSE): 4.42472e+16	,Validation loss (MSE): 1.36279e+17	,Training accuracy (MAE): -2.63864e+07	,Validation accuracy (MAE): -5.81473e+07	,Training accuracy (MRAE): 0.484401	,Validation accuracy (MRAE): 0.191225
Epoch: 628,	Training loss (MRSE): 0.358035	,Validation loss (MRSE): 0.721683	,Training loss (MSE): 4.63475e+16	,Validation loss (MSE): 1.30437e+17	,Training accuracy (MAE): -2.49829e+07	,Validation accuracy (MAE): -5.41766e+07	,Training accuracy (MRAE): 0.481188	,Validation accuracy (MRAE): 0.18593
Epoch: 630,	Training loss (MRSE): 0.421327	,Validation loss (MRSE): 0.739216	,Training loss (MSE): 4.66625e+16	,Validation loss (MSE): 1.25613e+17	,Training accuracy (MAE): -2.68678e+07	,Validation accuracy (MAE): -5.01876e+07	,Training accuracy (MRAE): 0.417797	,Validation accuracy (MRAE): 0.170277
Epoch: 632,	Training loss (MRSE): 0.416561	,Validation loss (MRSE): 0.722156	,Training loss (MSE): 4.79219e+16	,Validation loss (MSE): 1.32056e+17	,Training accuracy (MAE): -2.75072e+07	,Validation accuracy (MAE): -5.61195e+07	,Training accuracy (MRAE): 0.423795	,Validation accuracy (MRAE): 0.187287
Epoch: 634,	Training loss (MRSE): 0.403975	,Validation loss (MRSE): 0.718417	,Training loss (MSE): 5.30422e+16	,Validation loss (MSE): 1.32601e+17	,Training accuracy (MAE): -3.05648e+07	,Validation accuracy (MAE): -5.5108e+07	,Training accuracy (MRAE): 0.434753	,Validation accuracy (MRAE): 0.192767
Epoch: 636,	Training loss (MRSE): 0.391176	,Validation loss (MRSE): 0.673858	,Training loss (MSE): 5.70408e+16	,Validation loss (MSE): 1.25484e+17	,Training accuracy (MAE): -3.41472e+07	,Validation accuracy (MAE): -4.87091e+07	,Training accuracy (MRAE): 0.440299	,Validation accuracy (MRAE): 0.226979
Epoch: 638,	Training loss (MRSE): 0.347827	,Validation loss (MRSE): 0.670617	,Training loss (MSE): 5.09438e+16	,Validation loss (MSE): 1.26079e+17	,Training accuracy (MAE): -3.04409e+07	,Validation accuracy (MAE): -4.94888e+07	,Training accuracy (MRAE): 0.47744	,Validation accuracy (MRAE): 0.234713
Epoch: 640,	Training loss (MRSE): 0.378995	,Validation loss (MRSE): 0.704289	,Training loss (MSE): 4.71626e+16	,Validation loss (MSE): 1.26713e+17	,Training accuracy (MAE): -2.76489e+07	,Validation accuracy (MAE): -5.15335e+07	,Training accuracy (MRAE): 0.456721	,Validation accuracy (MRAE): 0.200064
Epoch: 642,	Training loss (MRSE): 0.361129	,Validation loss (MRSE): 0.694098	,Training loss (MSE): 4.67014e+16	,Validation loss (MSE): 1.26644e+17	,Training accuracy (MAE): -2.83244e+07	,Validation accuracy (MAE): -5.23357e+07	,Training accuracy (MRAE): 0.467347	,Validation accuracy (MRAE): 0.209526
Epoch: 644,	Training loss (MRSE): 0.403995	,Validation loss (MRSE): 0.714622	,Training loss (MSE): 4.46008e+16	,Validation loss (MSE): 1.38199e+17	,Training accuracy (MAE): -2.93213e+07	,Validation accuracy (MAE): -6.7567e+07	,Training accuracy (MRAE): 0.434934	,Validation accuracy (MRAE): 0.190675
Epoch: 646,	Training loss (MRSE): 0.358693	,Validation loss (MRSE): 0.694419	,Training loss (MSE): 4.62678e+16	,Validation loss (MSE): 1.28364e+17	,Training accuracy (MAE): -2.76683e+07	,Validation accuracy (MAE): -5.50708e+07	,Training accuracy (MRAE): 0.47102	,Validation accuracy (MRAE): 0.212713
Epoch: 648,	Training loss (MRSE): 0.355682	,Validation loss (MRSE): 0.689589	,Training loss (MSE): 4.56493e+16	,Validation loss (MSE): 1.30631e+17	,Training accuracy (MAE): -2.81505e+07	,Validation accuracy (MAE): -5.56613e+07	,Training accuracy (MRAE): 0.478402	,Validation accuracy (MRAE): 0.209784
Epoch: 650,	Training loss (MRSE): 0.34933	,Validation loss (MRSE): 0.669568	,Training loss (MSE): 4.48764e+16	,Validation loss (MSE): 1.2932e+17	,Training accuracy (MAE): -2.84535e+07	,Validation accuracy (MAE): -5.45578e+07	,Training accuracy (MRAE): 0.480314	,Validation accuracy (MRAE): 0.235225
Epoch: 652,	Training loss (MRSE): 0.380254	,Validation loss (MRSE): 0.639166	,Training loss (MSE): 5.35918e+16	,Validation loss (MSE): 1.23779e+17	,Training accuracy (MAE): -3.165e+07	,Validation accuracy (MAE): -4.97331e+07	,Training accuracy (MRAE): 0.450846	,Validation accuracy (MRAE): 0.257468
Epoch: 654,	Training loss (MRSE): 0.35133	,Validation loss (MRSE): 0.641878	,Training loss (MSE): 5.28013e+16	,Validation loss (MSE): 1.27786e+17	,Training accuracy (MAE): -3.05736e+07	,Validation accuracy (MAE): -5.207e+07	,Training accuracy (MRAE): 0.47643	,Validation accuracy (MRAE): 0.258317
Epoch: 656,	Training loss (MRSE): 0.326665	,Validation loss (MRSE): 0.672185	,Training loss (MSE): 4.50146e+16	,Validation loss (MSE): 1.3394e+17	,Training accuracy (MAE): -2.75815e+07	,Validation accuracy (MAE): -5.94216e+07	,Training accuracy (MRAE): 0.503202	,Validation accuracy (MRAE): 0.23467
Epoch: 658,	Training loss (MRSE): 0.325596	,Validation loss (MRSE): 0.693101	,Training loss (MSE): 4.40278e+16	,Validation loss (MSE): 1.30068e+17	,Training accuracy (MAE): -2.62485e+07	,Validation accuracy (MAE): -5.57473e+07	,Training accuracy (MRAE): 0.502779	,Validation accuracy (MRAE): 0.208699
Epoch: 660,	Training loss (MRSE): 0.358924	,Validation loss (MRSE): 0.699309	,Training loss (MSE): 4.32357e+16	,Validation loss (MSE): 1.33301e+17	,Training accuracy (MAE): -2.70646e+07	,Validation accuracy (MAE): -6.02437e+07	,Training accuracy (MRAE): 0.472923	,Validation accuracy (MRAE): 0.207365
Epoch: 662,	Training loss (MRSE): 0.364562	,Validation loss (MRSE): 0.688151	,Training loss (MSE): 4.30994e+16	,Validation loss (MSE): 1.30983e+17	,Training accuracy (MAE): -2.75503e+07	,Validation accuracy (MAE): -5.81156e+07	,Training accuracy (MRAE): 0.46344	,Validation accuracy (MRAE): 0.213384
Epoch: 664,	Training loss (MRSE): 0.348148	,Validation loss (MRSE): 0.679049	,Training loss (MSE): 4.3765e+16	,Validation loss (MSE): 1.30623e+17	,Training accuracy (MAE): -2.73055e+07	,Validation accuracy (MAE): -5.91337e+07	,Training accuracy (MRAE): 0.478447	,Validation accuracy (MRAE): 0.224544
Epoch: 666,	Training loss (MRSE): 0.299632	,Validation loss (MRSE): 0.654621	,Training loss (MSE): 4.47994e+16	,Validation loss (MSE): 1.26826e+17	,Training accuracy (MAE): -2.57126e+07	,Validation accuracy (MAE): -5.34383e+07	,Training accuracy (MRAE): 0.5243	,Validation accuracy (MRAE): 0.245411
Epoch: 668,	Training loss (MRSE): 0.324983	,Validation loss (MRSE): 0.660413	,Training loss (MSE): 4.36101e+16	,Validation loss (MSE): 1.29947e+17	,Training accuracy (MAE): -2.6011e+07	,Validation accuracy (MAE): -5.60886e+07	,Training accuracy (MRAE): 0.506943	,Validation accuracy (MRAE): 0.246121
Epoch: 670,	Training loss (MRSE): 0.326285	,Validation loss (MRSE): 0.666132	,Training loss (MSE): 4.63652e+16	,Validation loss (MSE): 1.26587e+17	,Training accuracy (MAE): -2.64742e+07	,Validation accuracy (MAE): -4.97884e+07	,Training accuracy (MRAE): 0.500105	,Validation accuracy (MRAE): 0.234493
Epoch: 672,	Training loss (MRSE): 0.351345	,Validation loss (MRSE): 0.671192	,Training loss (MSE): 4.51091e+16	,Validation loss (MSE): 1.31074e+17	,Training accuracy (MAE): -2.59341e+07	,Validation accuracy (MAE): -5.44529e+07	,Training accuracy (MRAE): 0.482825	,Validation accuracy (MRAE): 0.236908
Epoch: 674,	Training loss (MRSE): 0.440055	,Validation loss (MRSE): 0.730085	,Training loss (MSE): 4.45789e+16	,Validation loss (MSE): 1.37081e+17	,Training accuracy (MAE): -2.84574e+07	,Validation accuracy (MAE): -6.44661e+07	,Training accuracy (MRAE): 0.399447	,Validation accuracy (MRAE): 0.178326
Epoch: 676,	Training loss (MRSE): 0.367469	,Validation loss (MRSE): 0.685694	,Training loss (MSE): 4.88986e+16	,Validation loss (MSE): 1.31526e+17	,Training accuracy (MAE): -3.01279e+07	,Validation accuracy (MAE): -6.05312e+07	,Training accuracy (MRAE): 0.465668	,Validation accuracy (MRAE): 0.219151
Epoch: 678,	Training loss (MRSE): 0.412151	,Validation loss (MRSE): 0.736515	,Training loss (MSE): 4.5698e+16	,Validation loss (MSE): 1.37121e+17	,Training accuracy (MAE): -2.90263e+07	,Validation accuracy (MAE): -6.56089e+07	,Training accuracy (MRAE): 0.426399	,Validation accuracy (MRAE): 0.175893
Epoch: 680,	Training loss (MRSE): 0.421465	,Validation loss (MRSE): 0.724097	,Training loss (MSE): 4.43259e+16	,Validation loss (MSE): 1.37975e+17	,Training accuracy (MAE): -2.71014e+07	,Validation accuracy (MAE): -6.9117e+07	,Training accuracy (MRAE): 0.418394	,Validation accuracy (MRAE): 0.189197
Epoch: 682,	Training loss (MRSE): 0.328544	,Validation loss (MRSE): 0.658758	,Training loss (MSE): 4.82911e+16	,Validation loss (MSE): 1.28685e+17	,Training accuracy (MAE): -2.61073e+07	,Validation accuracy (MAE): -5.66495e+07	,Training accuracy (MRAE): 0.504685	,Validation accuracy (MRAE): 0.243699
Epoch: 684,	Training loss (MRSE): 0.335285	,Validation loss (MRSE): 0.676352	,Training loss (MSE): 4.77129e+16	,Validation loss (MSE): 1.28194e+17	,Training accuracy (MAE): -2.88341e+07	,Validation accuracy (MAE): -5.78668e+07	,Training accuracy (MRAE): 0.496285	,Validation accuracy (MRAE): 0.236965
Epoch: 686,	Training loss (MRSE): 0.372409	,Validation loss (MRSE): 0.717322	,Training loss (MSE): 4.77843e+16	,Validation loss (MSE): 1.34883e+17	,Training accuracy (MAE): -2.87958e+07	,Validation accuracy (MAE): -6.48734e+07	,Training accuracy (MRAE): 0.464143	,Validation accuracy (MRAE): 0.193258
Epoch: 688,	Training loss (MRSE): 0.346512	,Validation loss (MRSE): 0.659208	,Training loss (MSE): 4.45545e+16	,Validation loss (MSE): 1.31088e+17	,Training accuracy (MAE): -2.56915e+07	,Validation accuracy (MAE): -5.7322e+07	,Training accuracy (MRAE): 0.483031	,Validation accuracy (MRAE): 0.24565
Epoch: 690,	Training loss (MRSE): 0.381834	,Validation loss (MRSE): 0.696566	,Training loss (MSE): 4.98432e+16	,Validation loss (MSE): 1.26585e+17	,Training accuracy (MAE): -2.89962e+07	,Validation accuracy (MAE): -5.20568e+07	,Training accuracy (MRAE): 0.44793	,Validation accuracy (MRAE): 0.20657
Epoch: 692,	Training loss (MRSE): 0.344666	,Validation loss (MRSE): 0.694592	,Training loss (MSE): 4.66584e+16	,Validation loss (MSE): 1.29065e+17	,Training accuracy (MAE): -2.7281e+07	,Validation accuracy (MAE): -5.89823e+07	,Training accuracy (MRAE): 0.483169	,Validation accuracy (MRAE): 0.215045
Epoch: 694,	Training loss (MRSE): 0.36337	,Validation loss (MRSE): 0.696229	,Training loss (MSE): 4.83394e+16	,Validation loss (MSE): 1.24419e+17	,Training accuracy (MAE): -2.82235e+07	,Validation accuracy (MAE): -4.9974e+07	,Training accuracy (MRAE): 0.46498	,Validation accuracy (MRAE): 0.21284
Epoch: 696,	Training loss (MRSE): 0.34179	,Validation loss (MRSE): 0.684983	,Training loss (MSE): 4.26313e+16	,Validation loss (MSE): 1.3502e+17	,Training accuracy (MAE): -2.86877e+07	,Validation accuracy (MAE): -6.06637e+07	,Training accuracy (MRAE): 0.490337	,Validation accuracy (MRAE): 0.227291
Epoch: 698,	Training loss (MRSE): 0.314564	,Validation loss (MRSE): 0.699252	,Training loss (MSE): 4.33297e+16	,Validation loss (MSE): 1.3612e+17	,Training accuracy (MAE): -2.88674e+07	,Validation accuracy (MAE): -6.36406e+07	,Training accuracy (MRAE): 0.507641	,Validation accuracy (MRAE): 0.20448
Epoch: 700,	Training loss (MRSE): 0.36331	,Validation loss (MRSE): 0.704865	,Training loss (MSE): 4.32862e+16	,Validation loss (MSE): 1.4193e+17	,Training accuracy (MAE): -2.82399e+07	,Validation accuracy (MAE): -6.97636e+07	,Training accuracy (MRAE): 0.468982	,Validation accuracy (MRAE): 0.203086
Epoch: 702,	Training loss (MRSE): 0.370507	,Validation loss (MRSE): 0.688294	,Training loss (MSE): 4.27667e+16	,Validation loss (MSE): 1.37745e+17	,Training accuracy (MAE): -2.76047e+07	,Validation accuracy (MAE): -6.47989e+07	,Training accuracy (MRAE): 0.461698	,Validation accuracy (MRAE): 0.228191
Epoch: 704,	Training loss (MRSE): 0.434366	,Validation loss (MRSE): 0.719975	,Training loss (MSE): 4.03343e+16	,Validation loss (MSE): 1.50738e+17	,Training accuracy (MAE): -2.94143e+07	,Validation accuracy (MAE): -7.35628e+07	,Training accuracy (MRAE): 0.405658	,Validation accuracy (MRAE): 0.19568
Epoch: 706,	Training loss (MRSE): 0.513313	,Validation loss (MRSE): 0.767647	,Training loss (MSE): 4.58863e+16	,Validation loss (MSE): 1.63958e+17	,Training accuracy (MAE): -3.71877e+07	,Validation accuracy (MAE): -8.62478e+07	,Training accuracy (MRAE): 0.340247	,Validation accuracy (MRAE): 0.151417
Epoch: 708,	Training loss (MRSE): 0.539633	,Validation loss (MRSE): 0.746184	,Training loss (MSE): 4.45615e+16	,Validation loss (MSE): 1.66517e+17	,Training accuracy (MAE): -3.78519e+07	,Validation accuracy (MAE): -8.67991e+07	,Training accuracy (MRAE): 0.311299	,Validation accuracy (MRAE): 0.168949
Epoch: 710,	Training loss (MRSE): 0.404241	,Validation loss (MRSE): 0.730661	,Training loss (MSE): 4.35348e+16	,Validation loss (MSE): 1.48267e+17	,Training accuracy (MAE): -3.17162e+07	,Validation accuracy (MAE): -7.04677e+07	,Training accuracy (MRAE): 0.432641	,Validation accuracy (MRAE): 0.194507
Epoch: 712,	Training loss (MRSE): 0.395706	,Validation loss (MRSE): 0.73531	,Training loss (MSE): 4.12169e+16	,Validation loss (MSE): 1.49125e+17	,Training accuracy (MAE): -3.08281e+07	,Validation accuracy (MAE): -7.19555e+07	,Training accuracy (MRAE): 0.443046	,Validation accuracy (MRAE): 0.184244
Epoch: 714,	Training loss (MRSE): 0.318909	,Validation loss (MRSE): 0.700772	,Training loss (MSE): 4.53833e+16	,Validation loss (MSE): 1.34428e+17	,Training accuracy (MAE): -2.56635e+07	,Validation accuracy (MAE): -5.96273e+07	,Training accuracy (MRAE): 0.509899	,Validation accuracy (MRAE): 0.215678
Epoch: 716,	Training loss (MRSE): 0.331508	,Validation loss (MRSE): 0.697004	,Training loss (MSE): 4.60007e+16	,Validation loss (MSE): 1.33353e+17	,Training accuracy (MAE): -2.69634e+07	,Validation accuracy (MAE): -5.84694e+07	,Training accuracy (MRAE): 0.492111	,Validation accuracy (MRAE): 0.2139
Epoch: 718,	Training loss (MRSE): 0.394412	,Validation loss (MRSE): 0.695249	,Training loss (MSE): 4.4975e+16	,Validation loss (MSE): 1.35745e+17	,Training accuracy (MAE): -2.96034e+07	,Validation accuracy (MAE): -6.05394e+07	,Training accuracy (MRAE): 0.438038	,Validation accuracy (MRAE): 0.220162
Epoch: 720,	Training loss (MRSE): 0.40183	,Validation loss (MRSE): 0.710674	,Training loss (MSE): 4.49794e+16	,Validation loss (MSE): 1.40431e+17	,Training accuracy (MAE): -2.77283e+07	,Validation accuracy (MAE): -6.85515e+07	,Training accuracy (MRAE): 0.432605	,Validation accuracy (MRAE): 0.202538
Epoch: 722,	Training loss (MRSE): 0.378906	,Validation loss (MRSE): 0.7391	,Training loss (MSE): 4.61371e+16	,Validation loss (MSE): 1.34369e+17	,Training accuracy (MAE): -2.71844e+07	,Validation accuracy (MAE): -6.46107e+07	,Training accuracy (MRAE): 0.451598	,Validation accuracy (MRAE): 0.179054
Epoch: 724,	Training loss (MRSE): 0.413246	,Validation loss (MRSE): 0.762784	,Training loss (MSE): 4.50179e+16	,Validation loss (MSE): 1.31468e+17	,Training accuracy (MAE): -2.93224e+07	,Validation accuracy (MAE): -6.06187e+07	,Training accuracy (MRAE): 0.42255	,Validation accuracy (MRAE): 0.156793
Epoch: 726,	Training loss (MRSE): 0.352327	,Validation loss (MRSE): 0.707761	,Training loss (MSE): 4.4419e+16	,Validation loss (MSE): 1.30873e+17	,Training accuracy (MAE): -2.68301e+07	,Validation accuracy (MAE): -6.00942e+07	,Training accuracy (MRAE): 0.475673	,Validation accuracy (MRAE): 0.207198
